bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,2
1-7,3,-2.204,4.33,3.745,1.5086,0.4233,-0.983,RF,BASE+flow,2021,4
8-30,19,-0.667,22.317,17.572,1.3826,1.173,0.248,RF,BASE+flow,2021,4
31-90,50,-0.219,22.638,18.071,1.3916,1.0467,0.11,RF,BASE+flow,2021,4
91-180,90,0.216,88.015,53.193,0.8197,0.7288,0.52,RF,BASE+flow,2021,4
181-270,88,0.242,87.895,68.173,1.0053,0.9557,0.528,RF,BASE+flow,2021,4
271-365,91,-0.568,40.919,32.625,1.5661,1.47,0.483,RF,BASE+flow,2021,4
1-7,3,-1.86,4.091,3.55,1.4303,0.4013,-0.93,XGB,BASE+flow,2021,4
8-30,19,-0.118,18.279,14.653,1.1529,0.9781,0.411,XGB,BASE+flow,2021,4
31-90,50,-0.054,21.056,14.997,1.1549,0.8687,0.12,XGB,BASE+flow,2021,4
91-180,90,0.122,93.157,60.724,0.9358,0.832,0.351,XGB,BASE+flow,2021,4
181-270,88,0.313,83.688,66.408,0.9793,0.9309,0.605,XGB,BASE+flow,2021,4
271-365,91,-0.477,39.717,30.793,1.4782,1.3874,0.478,XGB,BASE+flow,2021,4
1-7,3,-0.695,3.15,2.809,1.1317,0.3175,-0.994,LightGBM,BASE+flow,2021,4
8-30,19,-0.27,19.48,15.692,1.2347,1.0475,0.375,LightGBM,BASE+flow,2021,4
31-90,50,-0.096,21.473,14.736,1.1348,0.8536,0.099,LightGBM,BASE+flow,2021,4
91-180,90,0.207,88.529,55.08,0.8488,0.7547,0.468,LightGBM,BASE+flow,2021,4
181-270,88,0.312,83.722,65.357,0.9638,0.9162,0.612,LightGBM,BASE+flow,2021,4
271-365,91,-0.649,41.967,32.306,1.5508,1.4556,0.474,LightGBM,BASE+flow,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE+flow,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE+flow,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE+flow,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE+flow,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE+flow,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE+flow,2021,4
1-7,3,-2.258,4.367,3.781,1.5235,0.4274,-0.817,Ensemble_unweighted,BASE+flow,2021,4
8-30,19,-0.183,18.804,14.699,1.1566,0.9812,0.334,Ensemble_unweighted,BASE+flow,2021,4
31-90,50,-0.04,20.91,15.054,1.1593,0.872,0.129,Ensemble_unweighted,BASE+flow,2021,4
91-180,90,0.174,90.352,56.115,0.8647,0.7689,0.429,Ensemble_unweighted,BASE+flow,2021,4
181-270,88,0.292,84.945,65.615,0.9676,0.9198,0.576,Ensemble_unweighted,BASE+flow,2021,4
271-365,91,-0.445,39.29,30.84,1.4804,1.3895,0.499,Ensemble_unweighted,BASE+flow,2021,4
1-7,3,-2.22,4.341,3.763,1.516,0.4253,-0.822,Ensemble_MASEweighted,BASE+flow,2021,4
8-30,19,-0.184,18.807,14.709,1.1573,0.9818,0.336,Ensemble_MASEweighted,BASE+flow,2021,4
31-90,50,-0.041,20.919,15.057,1.1596,0.8722,0.128,Ensemble_MASEweighted,BASE+flow,2021,4
91-180,90,0.174,90.342,56.151,0.8653,0.7694,0.429,Ensemble_MASEweighted,BASE+flow,2021,4
181-270,88,0.293,84.875,65.633,0.9679,0.9201,0.577,Ensemble_MASEweighted,BASE+flow,2021,4
271-365,91,-0.448,39.332,30.865,1.4816,1.3906,0.498,Ensemble_MASEweighted,BASE+flow,2021,4
1-7,1,,,,,,,RF,BASE+flow,2021,9
8-30,12,-0.45,22.075,18.652,0.7445,1.358,0.003,RF,BASE+flow,2021,9
31-90,35,-0.558,19.171,16.76,0.6969,1.6423,0.034,RF,BASE+flow,2021,9
91-180,85,0.23,89.604,52.91,0.6843,0.5749,0.534,RF,BASE+flow,2021,9
181-270,47,0.09,59.367,44.357,0.9525,0.6877,0.325,RF,BASE+flow,2021,9
271-365,0,,,,,,,RF,BASE+flow,2021,9
1-7,1,,,,,,,XGB,BASE+flow,2021,9
8-30,12,-0.032,18.624,14.158,0.5651,1.0308,0.18,XGB,BASE+flow,2021,9
31-90,35,-0.161,16.552,12.946,0.5383,1.2685,-0.021,XGB,BASE+flow,2021,9
91-180,85,0.244,88.755,53.649,0.6938,0.5829,0.539,XGB,BASE+flow,2021,9
181-270,47,-0.137,66.376,47.545,1.0209,0.7371,0.128,XGB,BASE+flow,2021,9
271-365,0,,,,,,,XGB,BASE+flow,2021,9
1-7,1,,,,,,,LightGBM,BASE+flow,2021,9
8-30,12,0.008,18.255,13.414,0.5355,0.9766,0.232,LightGBM,BASE+flow,2021,9
31-90,35,-0.157,16.525,12.668,0.5267,1.2413,-0.014,LightGBM,BASE+flow,2021,9
91-180,85,0.266,87.487,53.153,0.6874,0.5775,0.524,LightGBM,BASE+flow,2021,9
181-270,47,0.013,61.83,44.421,0.9539,0.6887,0.241,LightGBM,BASE+flow,2021,9
271-365,0,,,,,,,LightGBM,BASE+flow,2021,9
1-7,1,,,,,,,SARIMAX,BASE+flow,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE+flow,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE+flow,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE+flow,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE+flow,2021,9
271-365,0,,,,,,,SARIMAX,BASE+flow,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE+flow,2021,9
8-30,12,-0.014,18.463,13.3,0.5309,0.9683,0.139,Ensemble_unweighted,BASE+flow,2021,9
31-90,35,-0.092,16.055,10.403,0.4326,1.0194,-0.017,Ensemble_unweighted,BASE+flow,2021,9
91-180,85,0.216,90.369,52.501,0.679,0.5704,0.534,Ensemble_unweighted,BASE+flow,2021,9
181-270,47,-0.009,62.533,44.327,0.9518,0.6872,0.246,Ensemble_unweighted,BASE+flow,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,9
8-30,12,-0.011,18.432,13.278,0.53,0.9667,0.139,Ensemble_MASEweighted,BASE+flow,2021,9
31-90,35,-0.089,16.029,10.464,0.4351,1.0254,-0.017,Ensemble_MASEweighted,BASE+flow,2021,9
91-180,85,0.218,90.259,52.472,0.6786,0.5701,0.534,Ensemble_MASEweighted,BASE+flow,2021,9
181-270,47,-0.01,62.552,44.368,0.9527,0.6879,0.244,Ensemble_MASEweighted,BASE+flow,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2021,9
1-7,0,,,,,,,RF,BASE+mgmt,2021,2
8-30,0,,,,,,,RF,BASE+mgmt,2021,2
31-90,0,,,,,,,RF,BASE+mgmt,2021,2
91-180,0,,,,,,,RF,BASE+mgmt,2021,2
181-270,0,,,,,,,RF,BASE+mgmt,2021,2
271-365,0,,,,,,,RF,BASE+mgmt,2021,2
1-7,0,,,,,,,XGB,BASE+mgmt,2021,2
8-30,0,,,,,,,XGB,BASE+mgmt,2021,2
31-90,0,,,,,,,XGB,BASE+mgmt,2021,2
91-180,0,,,,,,,XGB,BASE+mgmt,2021,2
181-270,0,,,,,,,XGB,BASE+mgmt,2021,2
271-365,0,,,,,,,XGB,BASE+mgmt,2021,2
1-7,0,,,,,,,LightGBM,BASE+mgmt,2021,2
8-30,0,,,,,,,LightGBM,BASE+mgmt,2021,2
31-90,0,,,,,,,LightGBM,BASE+mgmt,2021,2
91-180,0,,,,,,,LightGBM,BASE+mgmt,2021,2
181-270,0,,,,,,,LightGBM,BASE+mgmt,2021,2
271-365,0,,,,,,,LightGBM,BASE+mgmt,2021,2
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
31-90,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
91-180,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
181-270,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,2
1-7,3,-2.441,4.487,3.813,1.536,0.431,-0.996,RF,BASE+mgmt,2021,4
8-30,19,-0.484,21.06,16.203,1.2749,1.0816,0.225,RF,BASE+mgmt,2021,4
31-90,50,-0.198,22.441,17.832,1.3733,1.0329,0.099,RF,BASE+mgmt,2021,4
91-180,90,0.2,88.879,53.892,0.8305,0.7384,0.491,RF,BASE+mgmt,2021,4
181-270,88,0.239,88.073,68.147,1.0049,0.9553,0.52,RF,BASE+mgmt,2021,4
271-365,91,-0.721,42.87,35.19,1.6892,1.5855,0.477,RF,BASE+mgmt,2021,4
1-7,3,-1.509,3.831,3.438,1.3849,0.3886,-0.865,XGB,BASE+mgmt,2021,4
8-30,19,-0.158,18.599,14.949,1.1762,0.9978,0.409,XGB,BASE+mgmt,2021,4
31-90,50,-0.172,22.197,16.416,1.2642,0.9509,0.057,XGB,BASE+mgmt,2021,4
91-180,90,0.121,93.208,60.813,0.9371,0.8332,0.35,XGB,BASE+mgmt,2021,4
181-270,88,0.175,91.714,71.694,1.0573,1.005,0.509,XGB,BASE+mgmt,2021,4
271-365,91,-1.363,50.233,37.165,1.784,1.6745,0.434,XGB,BASE+mgmt,2021,4
1-7,3,-1.002,3.423,3.081,1.2412,0.3482,-0.957,LightGBM,BASE+mgmt,2021,4
8-30,19,-0.164,18.647,14.708,1.1573,0.9818,0.395,LightGBM,BASE+mgmt,2021,4
31-90,50,-0.066,21.173,14.768,1.1372,0.8554,0.106,LightGBM,BASE+mgmt,2021,4
91-180,90,0.131,92.646,64.961,1.0011,0.8901,0.39,LightGBM,BASE+mgmt,2021,4
181-270,88,0.298,84.608,67.999,1.0028,0.9532,0.601,LightGBM,BASE+mgmt,2021,4
271-365,91,-0.783,43.635,34.987,1.6795,1.5764,0.477,LightGBM,BASE+mgmt,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE+mgmt,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE+mgmt,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE+mgmt,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE+mgmt,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE+mgmt,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE+mgmt,2021,4
1-7,3,-2.345,4.424,3.838,1.5463,0.4339,-0.799,Ensemble_unweighted,BASE+mgmt,2021,4
8-30,19,-0.152,18.555,14.512,1.1419,0.9687,0.325,Ensemble_unweighted,BASE+mgmt,2021,4
31-90,50,-0.059,21.105,15.339,1.1813,0.8885,0.109,Ensemble_unweighted,BASE+mgmt,2021,4
91-180,90,0.154,91.397,58.919,0.908,0.8073,0.394,Ensemble_unweighted,BASE+mgmt,2021,4
181-270,88,0.265,86.563,67.533,0.9959,0.9467,0.548,Ensemble_unweighted,BASE+mgmt,2021,4
271-365,91,-0.656,42.061,33.53,1.6095,1.5107,0.495,Ensemble_unweighted,BASE+mgmt,2021,4
1-7,3,-2.305,4.398,3.82,1.539,0.4318,-0.803,Ensemble_MASEweighted,BASE+mgmt,2021,4
8-30,19,-0.153,18.562,14.528,1.1431,0.9697,0.328,Ensemble_MASEweighted,BASE+mgmt,2021,4
31-90,50,-0.061,21.122,15.352,1.1823,0.8893,0.108,Ensemble_MASEweighted,BASE+mgmt,2021,4
91-180,90,0.154,91.412,59.019,0.9095,0.8087,0.393,Ensemble_MASEweighted,BASE+mgmt,2021,4
181-270,88,0.265,86.553,67.612,0.9971,0.9478,0.549,Ensemble_MASEweighted,BASE+mgmt,2021,4
271-365,91,-0.666,42.184,33.6,1.6129,1.5139,0.494,Ensemble_MASEweighted,BASE+mgmt,2021,4
1-7,1,,,,,,,RF,BASE+mgmt,2021,9
8-30,12,-0.426,21.891,18.575,0.7414,1.3523,-0.022,RF,BASE+mgmt,2021,9
31-90,35,-0.574,19.27,16.897,0.7026,1.6557,0.023,RF,BASE+mgmt,2021,9
91-180,85,0.217,90.314,52.56,0.6797,0.5711,0.526,RF,BASE+mgmt,2021,9
181-270,47,0.038,61.059,44.446,0.9544,0.6891,0.262,RF,BASE+mgmt,2021,9
271-365,0,,,,,,,RF,BASE+mgmt,2021,9
1-7,1,,,,,,,XGB,BASE+mgmt,2021,9
8-30,12,-0.04,18.693,13.992,0.5585,1.0187,0.218,XGB,BASE+mgmt,2021,9
31-90,35,-0.218,16.953,13.805,0.574,1.3527,0.045,XGB,BASE+mgmt,2021,9
91-180,85,0.235,89.287,54.374,0.7032,0.5908,0.522,XGB,BASE+mgmt,2021,9
181-270,47,-0.149,66.733,47.865,1.0278,0.7421,0.115,XGB,BASE+mgmt,2021,9
271-365,0,,,,,,,XGB,BASE+mgmt,2021,9
1-7,1,,,,,,,LightGBM,BASE+mgmt,2021,9
8-30,12,0.035,18.011,13.208,0.5272,0.9616,0.297,LightGBM,BASE+mgmt,2021,9
31-90,35,-0.269,17.303,13.815,0.5744,1.3537,-0.06,LightGBM,BASE+mgmt,2021,9
91-180,85,0.244,88.733,53.522,0.6922,0.5815,0.524,LightGBM,BASE+mgmt,2021,9
181-270,47,0.0,62.244,45.607,0.9793,0.7071,0.189,LightGBM,BASE+mgmt,2021,9
271-365,0,,,,,,,LightGBM,BASE+mgmt,2021,9
1-7,1,,,,,,,SARIMAX,BASE+mgmt,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE+mgmt,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE+mgmt,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE+mgmt,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE+mgmt,2021,9
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,9
8-30,12,0.0,18.329,13.319,0.5317,0.9697,0.162,Ensemble_unweighted,BASE+mgmt,2021,9
31-90,35,-0.108,16.172,10.769,0.4478,1.0552,-0.016,Ensemble_unweighted,BASE+mgmt,2021,9
91-180,85,0.199,91.365,52.811,0.683,0.5738,0.524,Ensemble_unweighted,BASE+mgmt,2021,9
181-270,47,-0.031,63.191,44.829,0.9626,0.695,0.22,Ensemble_unweighted,BASE+mgmt,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,9
8-30,12,0.003,18.301,13.294,0.5306,0.9679,0.164,Ensemble_MASEweighted,BASE+mgmt,2021,9
31-90,35,-0.106,16.158,10.836,0.4506,1.0618,-0.016,Ensemble_MASEweighted,BASE+mgmt,2021,9
91-180,85,0.201,91.261,52.793,0.6827,0.5736,0.524,Ensemble_MASEweighted,BASE+mgmt,2021,9
181-270,47,-0.031,63.206,44.847,0.963,0.6953,0.218,Ensemble_MASEweighted,BASE+mgmt,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2021,9
1-7,0,,,,,,,RF,BASE+bodyweight,2021,2
8-30,0,,,,,,,RF,BASE+bodyweight,2021,2
31-90,0,,,,,,,RF,BASE+bodyweight,2021,2
91-180,0,,,,,,,RF,BASE+bodyweight,2021,2
181-270,0,,,,,,,RF,BASE+bodyweight,2021,2
271-365,0,,,,,,,RF,BASE+bodyweight,2021,2
1-7,0,,,,,,,XGB,BASE+bodyweight,2021,2
8-30,0,,,,,,,XGB,BASE+bodyweight,2021,2
31-90,0,,,,,,,XGB,BASE+bodyweight,2021,2
91-180,0,,,,,,,XGB,BASE+bodyweight,2021,2
181-270,0,,,,,,,XGB,BASE+bodyweight,2021,2
271-365,0,,,,,,,XGB,BASE+bodyweight,2021,2
1-7,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
8-30,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
31-90,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
91-180,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
181-270,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
271-365,0,,,,,,,LightGBM,BASE+bodyweight,2021,2
1-7,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
8-30,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
31-90,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
91-180,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
181-270,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
271-365,0,,,,,,,SARIMAX,BASE+bodyweight,2021,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,2
1-7,3,-3.176,4.943,4.082,1.6446,0.4614,-1.0,RF,BASE+bodyweight,2021,4
8-30,19,-0.86,23.576,18.949,1.491,1.2649,0.232,RF,BASE+bodyweight,2021,4
31-90,50,-0.234,22.776,18.27,1.407,1.0583,0.103,RF,BASE+bodyweight,2021,4
91-180,90,0.196,89.126,53.28,0.8211,0.73,0.495,RF,BASE+bodyweight,2021,4
181-270,88,0.092,96.19,73.702,1.0869,1.0332,0.314,RF,BASE+bodyweight,2021,4
271-365,91,-0.537,40.518,32.636,1.5666,1.4704,0.495,RF,BASE+bodyweight,2021,4
1-7,3,-1.473,3.804,3.307,1.3323,0.3738,-1.0,XGB,BASE+bodyweight,2021,4
8-30,19,-0.168,18.68,14.948,1.1762,0.9978,0.376,XGB,BASE+bodyweight,2021,4
31-90,50,-0.115,21.653,15.665,1.2064,0.9074,0.111,XGB,BASE+bodyweight,2021,4
91-180,90,0.119,93.284,54.561,0.8408,0.7476,0.373,XGB,BASE+bodyweight,2021,4
181-270,88,0.258,86.953,67.65,0.9976,0.9483,0.536,XGB,BASE+bodyweight,2021,4
271-365,91,-0.557,40.781,32.186,1.545,1.4502,0.477,XGB,BASE+bodyweight,2021,4
1-7,3,-0.769,3.217,2.766,1.1145,0.3127,-0.833,LightGBM,BASE+bodyweight,2021,4
8-30,19,-0.216,19.062,15.067,1.1855,1.0057,0.388,LightGBM,BASE+bodyweight,2021,4
31-90,50,-0.092,21.434,14.932,1.1499,0.8649,0.115,LightGBM,BASE+bodyweight,2021,4
91-180,90,0.155,91.343,56.181,0.8658,0.7698,0.402,LightGBM,BASE+bodyweight,2021,4
181-270,88,0.229,88.663,69.425,1.0238,0.9732,0.507,LightGBM,BASE+bodyweight,2021,4
271-365,91,-0.706,42.682,34.111,1.6374,1.5369,0.486,LightGBM,BASE+bodyweight,2021,4
1-7,3,-5.791,6.304,5.263,2.1203,0.5949,-0.463,SARIMAX,BASE+bodyweight,2021,4
8-30,19,0.012,17.178,12.552,0.9876,0.8379,0.248,SARIMAX,BASE+bodyweight,2021,4
31-90,50,0.011,20.392,13.586,1.0462,0.7869,0.168,SARIMAX,BASE+bodyweight,2021,4
91-180,90,0.112,93.664,57.006,0.8785,0.7811,0.344,SARIMAX,BASE+bodyweight,2021,4
181-270,88,0.207,89.893,64.599,0.9526,0.9056,0.477,SARIMAX,BASE+bodyweight,2021,4
271-365,91,-0.267,36.779,28.419,1.3642,1.2804,0.509,SARIMAX,BASE+bodyweight,2021,4
1-7,3,-2.41,4.467,3.794,1.5287,0.4289,-0.899,Ensemble_unweighted,BASE+bodyweight,2021,4
8-30,19,-0.22,19.093,14.853,1.1687,0.9914,0.321,Ensemble_unweighted,BASE+bodyweight,2021,4
31-90,50,-0.055,21.064,15.239,1.1736,0.8827,0.128,Ensemble_unweighted,BASE+bodyweight,2021,4
91-180,90,0.15,91.658,55.095,0.849,0.7549,0.407,Ensemble_unweighted,BASE+bodyweight,2021,4
181-270,88,0.211,89.682,68.254,1.0065,0.9568,0.474,Ensemble_unweighted,BASE+bodyweight,2021,4
271-365,91,-0.459,39.475,31.506,1.5124,1.4195,0.509,Ensemble_unweighted,BASE+bodyweight,2021,4
1-7,3,-2.363,4.436,3.772,1.5195,0.4263,-0.905,Ensemble_MASEweighted,BASE+bodyweight,2021,4
8-30,19,-0.22,19.094,14.861,1.1693,0.992,0.323,Ensemble_MASEweighted,BASE+bodyweight,2021,4
31-90,50,-0.057,21.078,15.246,1.1741,0.8831,0.128,Ensemble_MASEweighted,BASE+bodyweight,2021,4
91-180,90,0.149,91.666,55.091,0.849,0.7548,0.406,Ensemble_MASEweighted,BASE+bodyweight,2021,4
181-270,88,0.212,89.617,68.274,1.0068,0.9571,0.476,Ensemble_MASEweighted,BASE+bodyweight,2021,4
271-365,91,-0.463,39.531,31.548,1.5144,1.4214,0.509,Ensemble_MASEweighted,BASE+bodyweight,2021,4
1-7,1,,,,,,,RF,BASE+bodyweight,2021,9
8-30,12,-0.466,22.193,18.985,0.7578,1.3822,0.03,RF,BASE+bodyweight,2021,9
31-90,35,-0.592,19.38,17.0,0.7069,1.6658,0.036,RF,BASE+bodyweight,2021,9
91-180,85,0.21,90.752,52.712,0.6817,0.5727,0.527,RF,BASE+bodyweight,2021,9
181-270,47,0.057,60.434,45.083,0.9681,0.699,0.263,RF,BASE+bodyweight,2021,9
271-365,0,,,,,,,RF,BASE+bodyweight,2021,9
1-7,1,,,,,,,XGB,BASE+bodyweight,2021,9
8-30,12,-0.055,18.825,14.159,0.5652,1.0309,0.095,XGB,BASE+bodyweight,2021,9
31-90,35,-0.181,16.697,13.004,0.5407,1.2743,-0.029,XGB,BASE+bodyweight,2021,9
91-180,85,0.24,88.973,53.562,0.6927,0.582,0.542,XGB,BASE+bodyweight,2021,9
181-270,47,-0.12,65.863,47.043,1.0102,0.7293,0.142,XGB,BASE+bodyweight,2021,9
271-365,0,,,,,,,XGB,BASE+bodyweight,2021,9
1-7,1,,,,,,,LightGBM,BASE+bodyweight,2021,9
8-30,12,0.006,18.28,13.447,0.5368,0.979,0.243,LightGBM,BASE+bodyweight,2021,9
31-90,35,-0.278,17.366,13.747,0.5716,1.3471,-0.077,LightGBM,BASE+bodyweight,2021,9
91-180,85,0.267,87.412,52.857,0.6836,0.5743,0.529,LightGBM,BASE+bodyweight,2021,9
181-270,47,0.005,62.084,44.307,0.9514,0.6869,0.239,LightGBM,BASE+bodyweight,2021,9
271-365,0,,,,,,,LightGBM,BASE+bodyweight,2021,9
1-7,1,,,,,,,SARIMAX,BASE+bodyweight,2021,9
8-30,12,-1.709,30.172,24.894,0.9937,1.8124,0.164,SARIMAX,BASE+bodyweight,2021,9
31-90,35,-2.93,30.453,24.64,1.0245,2.4144,-0.032,SARIMAX,BASE+bodyweight,2021,9
91-180,85,-0.005,102.337,63.906,0.8265,0.6944,0.483,SARIMAX,BASE+bodyweight,2021,9
181-270,47,-0.218,68.709,47.672,1.0237,0.7391,0.324,SARIMAX,BASE+bodyweight,2021,9
271-365,0,,,,,,,SARIMAX,BASE+bodyweight,2021,9
1-7,1,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,9
8-30,12,-0.014,18.458,13.334,0.5322,0.9708,0.142,Ensemble_unweighted,BASE+bodyweight,2021,9
31-90,35,-0.122,16.272,10.672,0.4437,1.0457,-0.033,Ensemble_unweighted,BASE+bodyweight,2021,9
91-180,85,0.208,90.867,52.695,0.6815,0.5725,0.532,Ensemble_unweighted,BASE+bodyweight,2021,9
181-270,47,-0.019,62.829,44.445,0.9544,0.6891,0.24,Ensemble_unweighted,BASE+bodyweight,2021,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2021,9
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,9
8-30,12,-0.011,18.433,13.313,0.5314,0.9692,0.142,Ensemble_MASEweighted,BASE+bodyweight,2021,9
31-90,35,-0.12,16.254,10.729,0.4461,1.0513,-0.033,Ensemble_MASEweighted,BASE+bodyweight,2021,9
91-180,85,0.21,90.748,52.659,0.681,0.5722,0.532,Ensemble_MASEweighted,BASE+bodyweight,2021,9
181-270,47,-0.019,62.84,44.477,0.9551,0.6896,0.238,Ensemble_MASEweighted,BASE+bodyweight,2021,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2021,9
1-7,0,,,,,,,RF,BASE,2022,2
8-30,0,,,,,,,RF,BASE,2022,2
31-90,0,,,,,,,RF,BASE,2022,2
91-180,0,,,,,,,RF,BASE,2022,2
181-270,0,,,,,,,RF,BASE,2022,2
271-365,0,,,,,,,RF,BASE,2022,2
1-7,0,,,,,,,XGB,BASE,2022,2
8-30,0,,,,,,,XGB,BASE,2022,2
31-90,0,,,,,,,XGB,BASE,2022,2
91-180,0,,,,,,,XGB,BASE,2022,2
181-270,0,,,,,,,XGB,BASE,2022,2
271-365,0,,,,,,,XGB,BASE,2022,2
1-7,0,,,,,,,LightGBM,BASE,2022,2
8-30,0,,,,,,,LightGBM,BASE,2022,2
31-90,0,,,,,,,LightGBM,BASE,2022,2
91-180,0,,,,,,,LightGBM,BASE,2022,2
181-270,0,,,,,,,LightGBM,BASE,2022,2
271-365,0,,,,,,,LightGBM,BASE,2022,2
1-7,0,,,,,,,SARIMAX,BASE,2022,2
8-30,0,,,,,,,SARIMAX,BASE,2022,2
